신호등_index,관리번호,관할구,주소,X좌표,Y좌표,교통사고,label,smart_label
6687,03-0000049030,구로구,구로구 구로동 139-221답,190299.75,543162.575,593.8115148,1,0.6176304
6688,03-0000049033,구로구,구로구 구로동 139-221답,190288.9375,543153.45,583.8299532,1,0.632709107
6689,03-0000046364,구로구,구로구 구로동 141-9대,190332.9875,543087.5937,523.6679147,1,0.612354303
6690,03-0000046361,구로구,구로구 구로동 141-14 대,190345.8208,543095.2143,533.4359598,1,0.653165305
6691,03-0000012268,구로구,구로구 구로동 734-14대,189830.0155,543090.8651,665.6535164,1,0.601247438
6692,03-0000045111,구로구,구로구 구로동 80-24대,189759.1124,543445.7977,610.9859012,0,0.456811624
6693,03-0000057846,구로구,구로구 구로동 65도,189754.2625,543474.0937,582.325541,1,0.680548416
6694,03-0000065468,구로구,구로구 구로동 426-36대,189720.241,543561.5722,489.5858057,1,0.687325729
6695,03-0000065467,구로구,구로구 구로동 433-20도,189737.2696,543571.2399,483.8902989,1,0.735771432
6696,03-0000059635,구로구,구로구 구로동 413-48철,189717.875,544788.0437,752.971585,1,0.621061648
6697,03-0000059638,구로구,구로구 구로동 584-34 도,189378.5433,544301.6711,356.531272,0,0.374902732
6698,03-0000059640,구로구,구로구 구로동 584-34 도,189374.4125,544289.4937,350.6387244,0,0.382199121
6699,03-0000012660,구로구,구로구 오류동 189-1 종,185316.0173,543645.0666,379.9295626,0,0.267408188
6700,03-0000003269,구로구,구로구 구로동 573대,189602.4203,544248.9395,208.6593913,1,0.568284282
6701,03-0000045781,구로구,구로구 신도림동 329-17제,190170.8047,545530.6996,1083.208752,1,0.565257474
6702,03-0000012492,구로구,구로구 구로동 744-19대,189914.5082,542887.5301,458.2048779,1,0.807447943
6703,03-0000037564,구로구,구로구 고척동 1314-4 대,187793.8375,544888.9125,262.2687008,0,0.250623004
6704,03-0000037563,구로구,구로구 고척동 46-28대,187962.4488,544567.7753,103.8631327,0,0.247218689
6705,03-0000028024,구로구,구로구 고척동 342 대,187533.8754,544729.8097,406.0536516,0,0.260228594
6706,03-0000032359,구로구,구로구 고척동 123-12대,187447.656,544571.932,496.9156946,0,0.30095013
6707,03-0000019507,구로구,구로구 고척동 123-12대,187447.656,544571.932,496.9156946,0,0.30095013
6708,03-0000003009,구로구,구로구 고척동 산9-14 공,186751.1125,544833.5812,1195.604326,0,0.182764322
6709,03-0000058479,구로구,구로구 천왕동 산25-10 임,185711.0484,542501.414,830.291761,1,0.887898599
6710,03-0000064666,구로구,구로구 천왕동 산25-10 임,185711.0484,542501.414,830.291761,1,0.887898599
6711,03-0000058481,구로구,구로구 천왕동 산36-8 임,185594.569,542513.3876,789.7326072,0,0.311507182
6712,03-0000058483,구로구,구로구 천왕동 산36-8 임,185590.3201,542504.6759,797.5489923,0,0.28083736
6713,03-0000058487,구로구,구로구 천왕동 산36-8 임,185570.8,542504.7959,794.2580108,0,0.290859498
6714,03-0000058489,구로구,구로구 오류동 184-1대,185681.1625,542942.8062,416.442615,1,0.791491592
6715,03-0000058491,구로구,구로구 오류동 184-1대,185666.5398,542959.5289,394.4371849,1,0.784792929
6716,03-0000058493,구로구,구로구 오류동 186-1대,185637.1748,542886.6565,444.1517828,1,0.808686792
6717,03-0000058495,구로구,구로구 오류동 182-16 대,185633.5726,542857.9495,468.9621446,1,0.78864698
6718,03-0000058497,구로구,구로구 오류동 184-3전,185651.8817,542849.5322,484.0278673,1,0.801574246
6719,03-0000058499,구로구,구로구 오류동 184-10대,185655.8125,542876.1437,461.6723504,1,0.806438951
6720,03-0000058501,구로구,구로구 오류동 186-1대,185628.0658,542865.1202,460.22007,1,0.789101612
6721,03-0000058503,구로구,구로구 오류동 184-3전,185653.8604,542855.4825,479.452459,1,0.809151765
6722,03-0000058505,구로구,구로구 오류동 184-3전,185659.0776,542868.3202,470.1328993,1,0.824770406
6723,03-0000058507,구로구,구로구 오류동 186-1대,185634.0132,542877.5624,451.135921,1,0.81706641
6724,03-0000079207,구로구,구로구 천왕동 20전,185827.9233,542335.9006,1025.777342,1,0.909147745
6725,03-0000058444,구로구,구로구 천왕동 20전,185827.9233,542335.9006,1025.777342,1,0.909147745
6726,03-0000058446,구로구,구로구 천왕동 17-1전,185809.3143,542326.5066,1027.8903,1,0.847402024
6727,03-0000079209,구로구,구로구 천왕동 20전,185814.0844,542319.216,1036.387785,1,0.899148097
6728,03-0000058448,구로구,구로구 천왕동 20전,185814.0844,542319.216,1036.387785,1,0.899148097
6729,03-0000058450,구로구,구로구 천왕동 ,185818.2002,542308.5734,1047.797767,1,0.91025147
6730,03-0000079208,구로구,구로구 천왕동 20전,185826.7094,542308.714,1050.67707,1,0.91025147
6731,03-0000058452,구로구,구로구 천왕동 20전,185826.7094,542308.714,1050.67707,1,0.91025147
6732,03-0000058454,구로구,구로구 천왕동 산25-10 임,185763.2019,542401.0794,942.0823428,1,0.907208696
6733,03-0000058457,구로구,구로구 천왕동 산25-10 임,185742.752,542394.9586,941.3266581,1,0.832249778
6734,03-0000058465,구로구,구로구 천왕동 산25-10 임,185707.4837,542490.6402,839.4359391,1,0.867624626
6735,03-0000058467,구로구,구로구 천왕동 산25-10 임,185708.4688,542521.1262,810.7710346,1,0.886598054
6736,03-0000064661,구로구,구로구 천왕동 산25-10 임,185708.4688,542521.1262,810.7710346,1,0.886598054
6737,03-0000058469,구로구,구로구 천왕동 산34임,185687.7996,542530.7021,795.303961,1,0.873980368
6738,03-0000058471,구로구,구로구 천왕동 산34임,185686.94,542499.8037,824.6084001,1,0.883149778
6739,03-0000064665,구로구,구로구 천왕동 산34임,185686.94,542499.8037,824.6084001,1,0.883149778
6740,03-0000058473,구로구,구로구 천왕동 산25-10 임,185716.1625,542517.3713,816.7959784,1,0.886598054
6741,03-0000064662,구로구,구로구 천왕동 산34임,185684.9079,542518.1193,806.4830023,1,0.878837511
6742,03-0000058475,구로구,구로구 천왕동 산34임,185684.9079,542518.1193,806.4830023,1,0.878837511
6743,03-0000058477,구로구,구로구 천왕동 산34임,185680.5258,542503.0318,819.6979986,1,0.877763464
6744,03-0000065622,구로구,구로구 천왕동 31-1전,185997.275,542209.9437,1210.251991,1,0.933525559
6745,03-0000058438,구로구,구로구 천왕동 19답,185844.547,542317.0995,1049.404584,1,0.903414433
6746,03-0000079210,구로구,구로구 천왕동 19답,185840.9466,542325.0987,1040.639117,1,0.910081099
6747,03-0000058440,구로구,구로구 천왕동 19답,185840.9466,542325.0987,1040.639117,1,0.910081099
6748,03-0000058442,구로구,구로구 천왕동 18전,185834.5887,542338.0584,1026.242039,1,0.913737435
6749,03-0000028242,구로구,구로구 구로동 45 종,190258.0875,544480.2062,772.8748622,0,0.454570589
6750,03-0000003391,구로구,구로구 구로동 50-6 도,190270.7644,544480.4585,783.4826789,0,0.450842769
6751,03-0000058846,구로구,구로구 구로동 805-23대,190733.5866,543626.3067,602.5627364,1,0.716500151
6752,03-0000002953,구로구,구로구 구로동 109-10대,190073.0775,544156.1527,465.49641,1,0.399163868
6753,03-0000060143,구로구,구로구 오류동 9-6대,185913.8022,543685.9702,608.9249534,0,0.275357892
6754,03-0000019519,구로구,구로구 오류동 314-22대,185896.8284,543683.4042,594.4308966,0,0.279642561
6755,03-0000035815,구로구,구로구 오류동 314-22대,185896.8284,543683.4042,594.4308966,0,0.279642561
6756,03-0000061403,구로구,구로구 구로동 642 대,189369.1195,544822.3565,821.0666391,1,0.701568664
6757,03-0000061051,구로구,구로구 구로동 1263대,189643.8441,544570.0868,529.3368844,1,0.602304018
6758,03-0000065475,구로구,구로구 구로동 413-48철,189771.7,544815.7437,788.8769605,1,0.660090773
6759,03-0000053515,구로구,구로구 구로동 413-48철,189771.7,544815.7437,788.8769605,1,0.660090773
6760,03-0000053517,구로구,구로구 구로동 360-54철,189772.1875,544797.8812,771.4412691,1,0.613794395
6761,03-0000081819,구로구,구로구 구로동 360-54철,189828.9529,544827.0727,812.6650284,0,0.475262355
6762,03-0000061054,구로구,구로구 구로동 360-54철,189907.725,544893.1687,898.6036507,1,0.597045282
6763,03-0000061055,구로구,구로구 구로동 360-54철,189915.6625,544879.8562,888.5837401,1,0.602512721
6764,03-0000046767,구로구,구로구 구로동 460-20철,190085.6625,545007.5687,1071.844462,0,0.35561932
6765,03-0000061056,구로구,구로구 구로동 1267대,190120.4059,544854.6253,953.975476,0,0.387152504
6766,03-0000061057,구로구,구로구 구로동 1267대,190136.8655,544863.9387,970.5593798,0,0.380642009
6767,03-0000061058,구로구,구로구 구로동 1267대,190167.5915,544878.2688,999.1768369,0,0.385428155
6768,03-0000061059,구로구,구로구 구로동 1267대,190180.5361,544887.9665,1014.384623,0,0.380211366
6769,03-0000077443,구로구,구로구 온수동 230-9학,184511.1125,543730.6812,1038.249554,0,0.166337042
6770,03-0000077442,구로구,구로구 온수동 258-9도,184490.4234,543741.5993,1061.617215,1,0.176201426
6771,03-0000037697,구로구,구로구 온수동 산1-1임,184394.2875,543690.8437,1130.370157,0,0.101880928
6772,03-0000037699,구로구,구로구 온수동 산4-7임,184387.2875,543704.9687,1141.974472,0,0.089068007
6773,03-0000037777,구로구,구로구 온수동 22-20전,184236.6163,543633.9834,1262.352513,0,0.128573585
6774,03-0000012880,구로구,구로구 온수동 50 답,184456.9919,543316.4929,994.5601759,1,0.60218499
6775,03-0000012665,구로구,구로구 오류동 89-5도,185346.2718,543364.2587,128.5480908,0,0.292227335
6776,03-0000019324,구로구,구로구 오류동 ,185322.8125,543355.2187,144.0042554,0,0.286649114
6777,03-0000003002,구로구,구로구 구로동 735학,190690.8721,543891.6035,677.9214808,1,0.707687502
6778,03-0000082198,구로구,구로구 고척동 76-147대,188050.7302,544201.1779,480.9050869,0,0.214658919
6779,03-0000082202,구로구,구로구 고척동 76-10학,188067.4802,544160.4279,524.5255011,0,0.175972072
6780,03-0000019337,구로구,구로구 구로동 18-2도,190500.707,544741.721,1123.769144,0,0.518044081
6781,03-0000082200,구로구,구로구 고척동 76-147대,188061.4177,544202.5529,482.2567311,0,0.22833084
6782,03-0000047106,구로구,구로구 구로동 993-16학,191375.1604,542785.8357,892.313128,1,0.86754646
6783,03-0000004890,구로구,구로구 구로동 993-16학,191346.8517,542742.3138,934.9733917,1,0.751911219
6784,03-0000036774,구로구,구로구 구로동 994-25도,191338.2151,542730.5221,946.6861038,1,0.714013543
6785,03-0000028354,구로구,구로구 구로동 3-25 대,190197.3157,545058.8412,1169.008562,0,0.363210294
6786,03-0000082194,구로구,구로구 구로동 3-25 대,190188.7157,545050.8997,1157.86849,0,0.380972119
6787,03-0000047123,구로구,구로구 구로동 1119도,191313.595,542807.6094,869.8287704,1,0.763894977
6788,03-0000048228,구로구,구로구 구로동 50-7 도,190420.8624,544680.7196,1023.312256,0,0.475960265
6789,03-0000050080,구로구,구로구 구로동 50-7 도,190420.8624,544680.7196,1023.312256,0,0.475960265
6790,03-0000041346,구로구,구로구 구로동 40-3대,190274.175,544617.8759,870.5680622,0,0.4007
6791,03-0000061048,구로구,구로구 구로동 50-5 도,190286.05,544633.5812,889.8759974,0,0.411611713
6792,03-0000065636,구로구,구로구 구로동 40-8대,190301.8371,544602.0594,881.3304113,1,0.45104599
6793,03-0000001483,구로구,구로구 구로동 23-7대,190197.2808,544575.5627,785.1705916,0,0.468800698
6794,03-0000065464,구로구,구로구 구로동 1263대,189618.7375,544559.0062,517.8155341,1,0.623838936
6795,03-0000036283,구로구,구로구 구로동 1263대,189600.6628,544533.2693,492.5306836,1,0.623089453
6796,03-0000061050,구로구,구로구 구로동 1263대,189615.5056,544528.3321,487.1744669,1,0.63111644
6797,03-0000055248,구로구,구로구 천왕동 ,186292.9032,541694.3893,1804.00063,1,0.885870611
6798,03-0000065046,구로구,구로구 구로동 642 대,189352.4875,544852.0437,854.4592638,1,0.645728249
6799,03-0000065465,구로구,구로구 구로동 447-9대,189731.5087,543614.4054,440.6201123,1,0.714327616
6800,03-0000061416,구로구,구로구 오류동 31-236도,186226.5087,544109.8741,1128.400626,1,0.746342784
6801,03-0000061418,구로구,구로구 오류동 19-37대,186142.2514,544064.0326,1037.627397,1,0.730605631
6802,03-0000063259,구로구,구로구 구로동 792-12대,190536.5625,544310.4937,953.3867856,1,0.481823904
6803,03-0000065607,구로구,구로구 신도림동 47-2도,190284.1125,545656.0937,914.2600129,1,0.547747957
6804,03-0000049487,구로구,구로구 신도림동 56제,190123.4125,545672.1687,1015.126113,1,0.531267839
6805,03-0000049485,구로구,구로구 신도림동 57제,190131.875,545650.5312,1023.540182,1,0.536016022
6806,03-0000045795,구로구,구로구 신도림동 329-18제,190156.6594,545555.7329,1073.822732,1,0.590579351
6807,03-0000045796,구로구,구로구 신도림동 329-18제,190156.6594,545555.7329,1073.822732,1,0.590579351
6808,03-0000061031,구로구,구로구 신도림동 329-18제,190178.0709,545551.936,1062.411837,1,0.583129586
6809,03-0000061030,구로구,구로구 신도림동 329-18제,190178.0709,545551.936,1062.411837,1,0.583129586
6810,03-0000049355,구로구,구로구 신도림동 327-6제,190021.275,545557.8937,1167.607267,0,0.330501172
6811,03-0000049346,구로구,구로구 신도림동 646 대,189976.075,545504.7312,1236.920254,0,0.414995571
6812,03-0000049347,구로구,구로구 신도림동 646 대,189976.075,545504.7312,1236.920254,0,0.414995571
6813,03-0000061602,구로구,구로구 구로동 274철,190504.5,545259.0437,1154.254592,1,0.726223519
6814,03-0000061603,구로구,구로구 구로동 274철,190497.3625,545282.4937,1134.466464,1,0.730654646
6815,03-0000061599,구로구,구로구 구로동 428-3 철,190423.4084,545240.933,1199.725732,1,0.721522103
6816,03-0000061601,구로구,구로구 구로동 428-5 천,190432.2566,545211.7289,1223.55097,1,0.729539815
6817,03-0000003572,구로구,구로구 신도림동 54제,189873.3421,545783.5505,1153.931132,0,0.373347186
6818,03-0000009077,구로구,구로구 구로동 1062-2천,190812.4108,542928.2941,669.5779848,1,0.659703442
6819,03-0000046865,구로구,구로구 구로동 501-20 도,189753.5985,544297.0273,287.6910796,1,0.589002489
6820,03-0000046866,구로구,구로구 구로동 454-3도,189720.8178,544243.6508,225.2811519,1,0.61091526
6821,03-0000046868,구로구,구로구 구로동 454-89대,189733.5419,544246.5623,233.6998966,1,0.584398537
6822,03-0000049484,구로구,구로구 구로동 197-5장,190647.7244,542659.1672,411.241075,1,0.631015909
6823,03-0000045755,구로구,구로구 신도림동 380-4장,189691.4375,545162.95,1123.895523,0,0.501132647
6824,03-0000061036,구로구,구로구 구로동 642 대,189397.1875,544839.0625,828.9280708,1,0.77432444
6825,03-0000061037,구로구,구로구 구로동 642 대,189379.0853,544864.6961,858.5741928,1,0.668467512
6826,03-0000012095,구로구,구로구 구로동 291-190대,189091.9875,545123.4812,1205.088525,0,0.386371523
6827,03-0000044054,구로구,구로구 신도림동 292-214잡,189240.025,545260.2562,1277.495887,0,0.360049011
6828,03-0000048772,구로구,구로구 신도림동 295-5장,189350.684,545319.3196,1306.596851,0,0.33545436
6829,03-0000051504,구로구,구로구 신도림동 296-88대,189451.336,545403.4627,1372.909025,0,0.325081943
6830,03-0000051503,구로구,구로구 신도림동 296-88대,189451.336,545403.4627,1372.909025,0,0.325081943
6831,03-0000028271,구로구,구로구 신도림동 59천,189782.925,545737.2187,1255.45012,0,0.420144752
6832,03-0000046773,구로구,구로구 구로동 3-17철,190063.0375,544969.9687,1028.165681,0,0.386697606
6833,03-0000046775,구로구,구로구 구로동 3-17철,190068.5804,544973.7142,1033.932338,0,0.369126364
6834,03-0000046765,구로구,구로구 구로동 1267대,190090.45,544989.0437,1057.285377,0,0.349277955
6835,03-0000046764,구로구,구로구 구로동 1267대,190093.5174,544982.8664,1053.120884,0,0.327934902
6836,03-0000046771,구로구,구로구 구로동 460-20철,190052.0125,544987.0312,1038.993057,0,0.407572415
6837,03-0000046770,구로구,구로구 구로동 460-20철,190055.1277,544995.766,1048.234221,0,0.413963181
6838,03-0000046768,구로구,구로구 구로동 460-20철,190077.6351,545005.4712,1066.499624,0,0.404645447
6839,03-0000071639,구로구,구로구 궁동 793-17 임,184882.0399,545226.004,2017.928431,0,0.370659556
6840,03-0000065068,구로구,구로구 구로동 642 대,189393.7656,544843.5937,834.2200328,1,0.664204992
6841,03-0000065477,구로구,구로구 오류동 44-1도,186015.2701,543698.5999,696.5087327,1,0.446015576
6842,03-0000065482,구로구,구로구 개봉동 324대,187865.5148,544120.7566,551.661034,0,0.542769985
6843,03-0000049483,구로구,구로구 구로동 1062-2천,190831.7858,542915.7941,679.6229199,1,0.694221724
6844,03-0000065366,구로구,구로구 구로동 126답,190464.6375,545278.7062,1149.394366,1,0.731145885
6845,03-0000061882,구로구,구로구 구로동 448-53대,189681.6198,543731.4348,315.4508103,1,0.710971412
6846,03-0000002927,구로구,구로구 구로동 551-165임,189739.2995,544296.803,281.2336782,1,0.58630377
6847,03-0000049345,구로구,구로구 신도림동 646 대,189970.6625,545484.4812,1254.773398,0,0.384979033
6848,03-0000049353,구로구,구로구 신도림동 646 대,189965.9,545527.3812,1229.06363,0,0.434889506
6849,03-0000049350,구로구,구로구 신도림동 646 대,189937.175,545508.5937,1262.984696,0,0.458746635
6850,03-0000049351,구로구,구로구 신도림동 646 대,189954.45,545518.1437,1243.752732,0,0.426309035
6851,03-0000002939,구로구,구로구 구로동 642 대,189356.9625,544846.2437,847.5473058,1,0.693736911
6852,03-0000063272,구로구,구로구 구로동 803-4대,190623.9,544301.3562,945.4137255,0,0.396097361
6853,03-0000063270,구로구,구로구 구로동 802-8대,190603.7625,544246.7,926.0513506,1,0.449717397
6854,03-0000063329,구로구,구로구 고척동 282-3 도,187754.95,544968.0187,350.0001644,1,0.539317982
6855,03-0000063442,구로구,구로구 신도림동 638대,189643.1,545613.1687,1438.631034,1,0.383638137
6856,03-0000063268,구로구,구로구 구로동 801-17대,190547.925,544208.7187,940.9582834,1,0.498485764
6857,03-0000063413,구로구,구로구 오류동 202-5도,185081.4743,543570.076,463.8318428,0,0.336520888
6858,03-0000067715,구로구,구로구 오류동 163-3도,185804.4129,543122.489,390.9183011,0,0.261817906
6859,03-0000067709,구로구,구로구 오류동 344 대,185815.316,543185.0132,378.9466128,0,0.248272714
6860,03-0000067703,구로구,구로구 오류동 163-3도,185826.7741,543164.9767,395.8338823,0,0.255027534
6861,03-0000065666,구로구,구로구 천왕동 산13-1임,185994.3625,542694.8562,805.7395313,1,0.782463921
6862,03-0000067686,구로구,구로구 천왕동 산13-1임,186016.675,542677.3125,833.7518711,1,0.758282426
6863,03-0000067191,구로구,구로구 구로동 1104-1대,191185.2125,542631.8937,941.16919,1,0.782883643
6864,03-0000027636,구로구,구로구 개봉동 334 대,187931.1267,543571.7742,1096.231324,0,0.131272841
6865,03-0000063457,구로구,구로구 신도림동 309-10도,189727.9306,545427.0734,1389.914105,1,0.372972274
6866,03-0000065566,구로구,구로구 천왕동 3-5천,186339.225,542181.4562,1420.367651,1,0.913234215
6867,03-0000065568,구로구,구로구 천왕동 3-8도,186322.9,542189.4562,1403.938864,1,0.915234215
6868,03-0000004160,구로구,구로구 고척동 산55-1임,188254.9912,544476.3192,372.8388144,1,0.592726967
6869,03-0000065691,구로구,구로구 천왕동 산53-3 공,186380.7347,542513.0856,1211.453614,1,0.816254812
6870,03-0000065668,구로구,구로구 천왕동 산13-1임,185969.3375,542677.0437,802.6060996,1,0.785174096
6871,03-0000042927,구로구,구로구 구로동 1065-5천,190843.579,542918.81,691.3251928,1,0.708466639
6872,03-0000067735,구로구,구로구 천왕동 산23-1 공,186079.5,542763.7187,819.5895526,1,0.764596632
6873,03-0000004203,구로구,구로구 천왕동 산4-1 공,186380.924,542476.6514,1235.277898,1,0.851322391
6874,03-0000067688,구로구,구로구 천왕동 산13-1임,186001.9702,542696.8116,809.4533847,1,0.772600907
6875,03-0000063446,구로구,구로구 신도림동 300-6학,189600.9125,545573.5812,1495.203656,1,0.386126758
6876,03-0000076265,구로구,구로구 구로동 1056-73대,190826.0157,543316.8912,622.7891222,0,0.222956735
6877,03-0000065495,구로구,구로구 구로동 145-20 학,190567.5108,542906.4081,464.469711,0,0.498202481
6878,03-0000065421,구로구,구로구 가리봉동 212-14 도,190379.5931,542356.1096,253.2007728,1,0.682171963
6879,03-0000065473,구로구,구로구 구로동 413-48철,189787.4004,544822.7033,798.813852,1,0.61850449
6880,03-0000065682,구로구,구로구 천왕동 산53-3 공,186363.1722,542518.3981,1194.592885,1,0.790283295
6881,03-0000067691,구로구,구로구 천왕동 산9-1 임,186120.3448,542585.3958,971.7069759,1,0.770078413
6882,03-0000065678,구로구,구로구 천왕동 9-87 대,186021.8,542669.9375,842.6482087,1,0.775584764
6883,03-0000065674,구로구,구로구 천왕동 산13-1임,185990.9808,542641.9023,843.4383087,1,0.793443576
6884,03-0000063357,구로구,구로구 고척동 162-23도,188588,545048.0687,755.3813206,1,0.422647606
6885,03-0000063444,구로구,구로구 신도림동 638대,189624.275,545613.0937,1454.86018,1,0.376348868
6886,03-0000067727,구로구,구로구 천왕동 산23-1 공,186068.6196,542744.4359,823.9182535,1,0.744239788
6887,03-0000067725,구로구,구로구 천왕동 산23-1 공,186073.8425,542744.0572,828.08895,1,0.740073122
6888,03-0000067718,구로구,구로구 오류동 304-2도,185807.4761,543121.0118,394.3190028,0,0.257453757
6889,03-0000065656,구로구,구로구 오류동 171-1대,185768.7912,543016.9747,418.8135846,1,0.894367393
6890,03-0000063422,구로구,구로구 고척동 162-15 주,188563.0375,545055.4312,737.7558706,1,0.42964316
6891,03-0000070915,구로구,구로구 고척동 62-226 대,188391.3197,544441.2533,509.3724061,1,0.435303453
6892,03-0000003489,구로구,구로구 고척동 339 대,187363.7,545125.9812,732.3623814,1,0.506370222
6893,03-0000003395,구로구,구로구 구로동 24대,190198.2125,544766.6562,926.449251,0,0.365933595
6894,03-0000003487,구로구,구로구 고척동 202-1 공,187329.6027,545109.259,749.3016589,0,0.405440525
6895,03-0000045711,구로구,구로구  산55-1임,188303.6954,544450.1787,428.0605911,1,0.583666174
6896,03-0000071157,구로구,구로구 개봉동 260-27대,187282.0683,543179.7098,1625.292518,1,0.657303869
6897,03-0000071156,구로구,구로구 개봉동 260-12도,187301.5303,543188.4364,1609.544364,1,0.623327895
6898,03-0000071155,구로구,구로구 개봉동 260-12도,187301.5303,543188.4364,1609.544364,1,0.623327895
6899,03-0000027931,구로구,구로구 구로동 1265대,190088.7482,543065.8775,519.069762,1,0.802813002
6900,03-0000070622,구로구,구로구 천왕동 24-1답,185905.9961,542253.7447,1131.66079,1,0.899946072
6901,03-0000032653,구로구,구로구 고척동 산9-14 공,186995.6375,544946.2937,979.9068407,1,0.448264048
6902,03-0000001425,구로구,구로구 개봉동 260-19대,187279.6331,543206.7239,1601.587686,1,0.653197948
6903,03-0000045765,구로구,구로구 신도림동 645대,189730.7375,545184.1125,1148.072044,1,0.495787566
6904,03-0000045763,구로구,구로구 신도림동 645대,189708.7661,545170.4672,1132.59407,0,0.507865237
6905,03-0000048525,구로구,구로구 고척동 산5-1 공,187266.825,545076.2687,783.2007246,0,0.249511273
6906,03-0000070620,구로구,구로구 천왕동 21전,185891.9285,542240.577,1138.209918,1,0.888635994
6907,03-0000032345,구로구,구로구 구로동 1265대,190107.0675,543064.5877,512.5749623,1,0.824959898
6908,03-0000003018,구로구,구로구 구로동 25-1 대,190241.0207,544794.4201,974.950162,0,0.362501446
6909,03-0000045077,구로구,구로구 구로동 621-9천,188631.8361,544372.3289,756.7854574,1,0.373038695
6910,03-0000002963,구로구,구로구 구로동 50-2 도,190231.0587,544780.2737,957.6967889,0,0.346274183
6911,03-0000003403,구로구,구로구 구로동 24대,190186.8444,544751.6249,907.6086354,0,0.360654288
6912,03-0000070904,구로구,구로구 구로동 460-20철,190180.4893,545070.6059,1171.147275,0,0.370082348
6913,03-0000048783,구로구,구로구 고척동 산9-14 공,186981.825,544957.5437,996.3692083,1,0.450295282
6914,03-0000061966,구로구,구로구 신도림동 35대,190306.132,545617.5722,930.1822507,1,0.700320059
6915,03-0000083046,구로구,구로구 개봉동 170대,187299.475,543804.1937,1072.520601,0,0.463553344
6916,03-0000001478,구로구,구로구 구로동 50-6 도,190233.7343,544544.1766,791.9633024,1,0.53783824
6917,03-0000003448,구로구,구로구 구로동 646-38제,190468.6028,544416.6501,926.1217326,0,0.37142918
6918,03-0000003031,구로구,구로구 구로동 448-90도,189686.7527,543732.0347,315.8739247,1,0.709254724
6919,03-0000004073,구로구,구로구 구로동 448-112 도,189697.1571,543766.1539,285.1302825,1,0.72534907
6920,03-0000032861,구로구,구로구 구로동 449-3대,189682.3013,543749.2537,298.1092521,1,0.721172671
6921,03-0000003554,구로구,구로구 신도림동 6 대,189960.05,545902.0562,1021.937825,1,0.423381917
6922,03-0000003556,구로구,구로구 신도림동 12-1도,189968.9875,545897.9187,1015.757002,1,0.421138602
6923,03-0000028265,구로구,구로구 신도림동 6 대,189977.575,545883.6812,1014.560828,1,0.425311566
6924,03-0000043075,구로구,구로구 궁동 252구,184925.1208,544138.2961,998.1795316,0,0.203036459
6925,03-0000075705,구로구,구로구 신도림동 12-1도,189984.7125,545889.1437,1005.710352,1,0.416864683
6926,03-0000003558,구로구,구로구 신도림동 4-1 대,190003.7125,545904.4562,981.8113665,1,0.427936382
6927,03-0000075703,구로구,구로구 신도림동 4-1 대,189967.475,545920.9312,1007.065873,1,0.420120483
6928,03-0000077299,구로구,구로구 개봉동 170-33대,187453.9322,543802.89,989.9637303,1,0.805241035
6929,03-0000077300,구로구,구로구 개봉동 178-13대,187451.3625,543784.6562,1007.16882,1,0.62587921
6930,03-0000077307,구로구,구로구 개봉동 174-1 도,187478.5692,543814.8561,967.657304,1,0.815394212
6931,03-0000078553,구로구,구로구 구로동 191-7 장,190670.1475,542650.3009,431.4585297,1,0.688467602
6932,03-0000078554,구로구,구로구 구로동 191-7 장,190670.1475,542650.3009,431.4585297,1,0.688467602
6933,03-0000078555,구로구,구로구 구로동 191-7 장,190682.4454,542661.8789,445.7640533,1,0.647056393
6934,03-0000001477,구로구,구로구 구로동 50-6 도,190222.3733,544537.4749,778.9341591,1,0.57912303
6935,03-0000001482,구로구,구로구 구로동 23-4대,190195.4942,544558.5481,772.3639466,0,0.4203018
6936,03-0000001508,구로구,구로구 구로동 50-10 도,190206.45,544581.1562,795.6983548,0,0.466876019
6937,03-0000003453,구로구,구로구 구로동 646-38제,190481.775,544425.7687,941.8643851,0,0.357798433
6938,03-0000041351,구로구,구로구 구로동 459-25도,189677,543766.0937,280.5507139,1,0.710185239
6939,03-0000075472,구로구,구로구 구로동 197-22 장,190578.009,542564.9,332.0670736,1,0.532404658
6940,03-0000029576,구로구,구로구 구로동 742-87 도,190031.1693,542980.0135,461.8230228,1,0.583407791
6941,03-0000065498,구로구,구로구 구로동 314-7 도,190165.9287,543138.8606,573.2792038,1,0.840046512
6942,03-0000002861,구로구,구로구 구로동 105-1 학,190167.5634,543967.6929,550.4952249,1,0.70864976
6943,03-0000032717,구로구,구로구 고척동 325-9잡,187468.9296,545179.4619,692.0965751,0,0.198870877
6944,03-0000003488,구로구,구로구 고척동 202-1 공,187323.001,545123.0004,762.7635655,0,0.398354873
6945,03-0000075473,구로구,구로구 구로동 197-8도,190564.3014,542555.8415,318.6700512,1,0.574157245
6946,03-0000077295,구로구,구로구 개봉동 170-33대,187448.3532,543819.0273,978.6565751,1,0.82896019
6947,03-0000078549,구로구,구로구 구로동 197-3도,190664.2085,542683.1152,432.9223511,1,0.693520093
6948,03-0000078548,구로구,구로구 구로동 197-5장,190660.9091,542680.1757,428.9798167,1,0.690707012
6949,03-0000012263,구로구,구로구 구로동 1265대,190048.7857,542977.3515,451.5000518,1,0.617234808
